Severity level,Food name,Description,Management,Mechanism,References,drug_id
2,alcohol,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.",Caution and close monitoring for development of hypotension is advised during coadministration of these agents.  Some authorities recommend avoiding alcohol in patients receiving vasodilating antihype...More,Synergy,,DDInter1707
2,Tyrosine-rich foods,An isolated case report suggests that foods containing large amounts of tyramine may precipitate a hypertensive crisis in patients treated with St. John's wort.,"Until further information is available, patients treated with St. John's wort should consider avoiding consumption of protein foods in which aging or breakdown of protein is used to increase flavor.  ...More",Synergy,,DDInter1708
2,alcohol,An isolated case report suggests that foods containing large amounts of tyramine may precipitate a hypertensive crisis in patients treated with St. John's wort.,"Until further information is available, patients treated with St. John's wort should consider avoiding consumption of protein foods in which aging or breakdown of protein is used to increase flavor.  ...More",Synergy,,DDInter1708
2,coffee,An isolated case report suggests that foods containing large amounts of tyramine may precipitate a hypertensive crisis in patients treated with St. John's wort.,"Until further information is available, patients treated with St. John's wort should consider avoiding consumption of protein foods in which aging or breakdown of protein is used to increase flavor.  ...More",Synergy,,DDInter1708
No matching records,,,,,,DDInter1709
No matching records,,,,,,DDInter1710
2,dairy products,Taking stiripentol on an empty stomach may reduce its oral bioavailability.  Stiripentol degrades rapidly when exposed to gastric acid in an empty stomach.,"Stiripentol should be taken during a meal for optimal absorption; however, it should not be taken with milk, dairy products (e.g., yogurt, soft cream cheese), fruit juice, or carbonated beverages.  Pa...More",Absorption,,DDInter1711
2,coffee,Taking stiripentol on an empty stomach may reduce its oral bioavailability.  Stiripentol degrades rapidly when exposed to gastric acid in an empty stomach.,"Stiripentol should be taken during a meal for optimal absorption; however, it should not be taken with milk, dairy products (e.g., yogurt, soft cream cheese), fruit juice, or carbonated beverages.  Pa...More",Absorption,,DDInter1711
2,cola,Taking stiripentol on an empty stomach may reduce its oral bioavailability.  Stiripentol degrades rapidly when exposed to gastric acid in an empty stomach.,"Stiripentol should be taken during a meal for optimal absorption; however, it should not be taken with milk, dairy products (e.g., yogurt, soft cream cheese), fruit juice, or carbonated beverages.  Pa...More",Absorption,,DDInter1711
2,alcohol,Taking stiripentol on an empty stomach may reduce its oral bioavailability.  Stiripentol degrades rapidly when exposed to gastric acid in an empty stomach.,"Stiripentol should be taken during a meal for optimal absorption; however, it should not be taken with milk, dairy products (e.g., yogurt, soft cream cheese), fruit juice, or carbonated beverages.  Pa...More",Absorption,,DDInter1711
No matching records,,,,,,DDInter1712
No matching records,,,,,,DDInter1713
No matching records,,,,,,DDInter1714
No matching records,,,,,,DDInter1715
2,food,"The administration of sucralfate with enteral nutrition may result in precipitation and the formation of bezoars that may obstruct feeding tubes.  The proposed mechanism is the formation of an insoluble aluminum-protein complex between the aluminum in the sucralfate and the protein in the enteral feeding.  In addition, sucralfate may not become activated due to the alkaline pH of enteral nutrition products.","Some experts recommend separating the sucralfate doses from enteral feedings by at least 1 hour.  Alternatively, consideration may be given to proton pump inhibitors or H2 antagonists.",Antagonism,,DDInter1717
2,alcohol,"Ethanol may potentiate the central nervous system (CNS) depressant effects of opioid analgesics.  Concomitant use may result in additive CNS depression and impairment of judgment, thinking, and psychomotor skills.  In more severe cases, hypotension, respiratory depression, profound sedation, coma, or even death may occur.",Concomitant use of opioid analgesics with ethanol should be avoided.,Synergy,,DDInter1718
No matching records,,,,,,DDInter1719
No matching records,,,,,,DDInter1720
No matching records,,,,,,DDInter1721
No matching records,,,,,,DDInter1722
No matching records,,,,,,DDInter1723
No matching records,,,,,,DDInter1724
No matching records,,,,,,DDInter1725
No matching records,,,,,,DDInter1726
No matching records,,,,,,DDInter1727
No matching records,,,,,,DDInter1728
2,alcohol,The concurrent use of aspirin or nonsteroidal anti-inflammatory drugs (NSAIDs) and ethanol may lead to gastrointestinal (GI) blood loss.  The mechanism may be due to a combined local effect as well as inhibition of prostaglandins leading to decreased integrity of the GI lining.,Patients should be counseled on this potential interaction and advised to refrain from alcohol consumption while taking aspirin or NSAIDs.,Synergy,,DDInter1729
No matching records,,,,,,DDInter1730
2,grapefruit juice,Consumption of grapefruit or grapefruit juice during sunitinib therapy may increase the plasma concentrations of sunitinib.  The proposed mechanism is inhibition of CYP450 3A4-mediated metabolism by certain compounds present in grapefruit.,"Although clinical data are lacking, it may be advisable to avoid the consumption of large amounts of grapefruit or grapefruit juice during sunitinib therapy.",Metabolism,,DDInter1731
No matching records,,,,,,DDInter1732
2,alcohol,"Alcohol may potentiate some of the pharmacologic effects of suvorexant.  Use in combination may result in additive central nervous system depression and/or impairment of judgment, thinking, and psychomotor skills.  In addition, alcohol may increase the risk of cognitive and complex behavioral changes associated with the use of hypnotics including suvorexant, such as amnesia, anxiety, hallucinations, sleep-driving, and other neuropsychiatric symptoms.",Concomitant use of suvorexant with alcohol should be avoided.  Patients should be advised not to use suvorexant if they had alcohol that evening or before bed.  Grapefruit juice should preferably be a...More,Synergy,,DDInter1733
No matching records,,,,,,DDInter1734
2,grapefruit juice,Consumption of food has led to a 27% decrease in the bioavailability of orally administered tacrolimus.,The clinician may want to recommend that the patient avoid ingesting large amounts of grapefruit juice while taking tacrolimus.,Absorption,,DDInter1735
2,alcohol,"Additive hypotensive effects may occur when phosphodiesterase-5 (PDE5) inhibitors such as tadalafil are used with alcohol, as both are mild systemic vasodilators.","Patients taking tadalafil should avoid consuming large amounts of alcohol, which may increase the potential for orthostatic signs and symptoms including increase in heart rate, decrease in standing bl...More",Synergy,,DDInter1736
No matching records,,,,,,DDInter1737
No matching records,,,,,,DDInter1738
2,high-fat foods,"Food enhances the oral bioavailability of tafenoquine.  According to the manufacturer, tafenoquine peak plasma concentration (Cmax) and systemic exposure (AUC) increased by 31% and 41%, respectively, when administered as an investigational capsule formulation with a high-calorie, high-fat meal (approximately 1000 calories; 15% protein, 25% carbohydrate, 60% fat) relative to the fasted state.",Tafenoquine should be administered with food.,Absorption,,DDInter1739
