Severity level,Disease name,Text,References,drug_id
2,Kidney Diseases,The primary route of solriamfetol elimination is via urinary excretion.  Dosage adjustment is not required for patients with mild renal impairment.  Dosage adjustment is recommended for patients with ...More,,DDInter1697
No matching records,,,,DDInter1698
3,Neoplasms,Somatropin is contraindicated in the presence of any active malignancy.  Any preexistent malignancy should be inactive and its treatment should be completed prior to somatropin therapy.  This includes...More,,DDInter1699
3,Acute Critical Illness,"Treatment with somatropin is contraindicated in patients with acute critical illness due to any complications following open heart surgery, abdominal surgery, multiple trauma, or acute respiratory fai...More",,DDInter1699
3,Diabetic Retinopathy,Somatropin is contraindicated in patients with active proliferative or severe non- proliferative diabetic retinopathy.,,DDInter1699
3,Prader-Willi Syndrome,"Somatropin is contraindicated in patients with Prader-Willi Syndrome who are severely obese, have a history of upper airway obstruction or sleep apnea, or have severe respiratory impairment.  There ha...More",,DDInter1699
2,Diabetes Mellitus,The use of growth hormone has been associated with resistance to insulin.  Patients with diabetes mellitus or impaired glucose tolerance should be observed closely during therapy.  The dose of antihyp...More,,DDInter1699
2,Hypothyroidism,The use of growth hormone has been associated with the development of hypothyroidism.  Patients should be monitored baseline and periodically for adequate thyroid function.  Inadequate treatment of hy...More,,DDInter1699
2,Intracranial Hypertension,"Intracranial hypertension with papilledema, visual changes, nausea and/or vomiting has been reported in a small number of patients treated with somatropin.  Fundoscopic examination should be performed...More",,DDInter1699
2,Scoliosis,"Progression of scoliosis can occur in patients who experience rapid growth.  Since somatropin increases growth rate, children with a history of scoliosis should be monitored for progression of this co...More",,DDInter1699
2,Turner Syndrome,Somatropin may increase the risk of otitis media in patients with Turner syndrome.  These patients should be evaluated carefully for otitis media and other ear disorders as they have an increased risk...More,,DDInter1699
No matching records,,,,DDInter1700
2,Musculoskeletal Diseases,"Musculoskeletal adverse reactions, which may be accompanied by serum creatine kinase elevations have been reported with the use of drugs that inhibit the hedgehog pathway.  It is recommended to obtain...More",,DDInter1701
2,Kidney Diseases,Mild (CrCl 60 to 89 mL/min) and moderate (CrCl 30 to 59 mL/min) renal impairment had no effect on sonidegib steady-state exposure.  Caution is recommended when this agent is administered to patients w...More,,DDInter1701
2,Lung Diseases,"The use of certain multikinase inhibitors has been associated with pulmonary toxicity.  Serious cases of interstitial lung disease (ILD), including fatal cases and interstitial pneumonitis or pulmonar...More",,DDInter1702
3,Inflammatory Bowel Diseases,The use of laxatives is contraindicated in patients with inflammatory bowel disease.  Patients with inflammatory bowel disease may experience colonic perforation with use of stimulant laxatives.,,DDInter1703
3,Intestinal Obstruction,The use of laxatives is contraindicated in patients with intestinal obstruction disorders.  Patients with intestinal obstruction disorders may need their underlying condition treated to correct the co...More,,DDInter1703
3,Renal Insufficiency,"The use of sorbitol solution for urologic irrigation is contraindicated in patients with anuria.  In addition, sorbitol irrigation should be administered cautiously in patients with cardiopulmonary or...More",,DDInter1703
2,Diabetes Mellitus,Sorbitol is converted to glucose in the body.  The use of sorbitol is not recommended as an alternative sweetener in patients with diabetes.  Sorbitol is one of the end products of glucose metabolism ...More,,DDInter1703
2,Water-Electrolyte Imbalance,Shift of sodium-free intracellular fluid into the extracellular compartment following systemic absorption of sorbitol irrigation may lower serum sodium concentration and aggravate preexisting-existing...More,,DDInter1703
3,Atrioventricular Block,The use of beta-adrenergic receptor blocking agents (aka beta-blockers) is contraindicated in patients with sinus bradyarrhythmia or heart block greater than the first degree (unless a functioning pac...More,,DDInter1704
3,"Shock, Cardiogenic",The use of beta-adrenergic receptor blocking agents (aka beta-blockers) is contraindicated in patients with hypotension or cardiogenic shock.  Due to their negative inotropic and chronotropic effects ...More,,DDInter1704
3,Heart Failure,Beta-adrenergic receptor blocking agents (aka beta-blockers) in general should not be used in patients with overt congestive heart failure (CHF).  Sympathetic stimulation may be important in maintaini...More,,DDInter1704
3,Diabetes Mellitus,"Beta-adrenergic receptor blocking agents (aka beta-blockers) may mask symptoms of hypoglycemia such as tremors, tachycardia and blood pressure changes.  In addition, the nonselective beta-blockers (e....More",,DDInter1704
3,Hypersensitivity,The use of beta-adrenergic receptor blocking agents (aka beta-blockers) in patients with a history of allergic reactions or anaphylaxis may be associated with heightened reactivity to culprit allergen...More,,DDInter1704
3,Myocardial Ischemia,"Heightened sensitivity to catecholamines may occur after prolonged use of beta-adrenergic receptor blocking agents (aka beta-blockers).  Exacerbation of angina, myocardial infarction and ventricular a...More",,DDInter1704
3,Peripheral Vascular Diseases,"Due to their negative inotropic and chronotropic effects on the heart, beta-adrenergic receptor blocking agents (aka beta-blockers) reduce cardiac output and may precipitate or aggravate symptoms of a...More",,DDInter1704
3,Asthma,"Some beta-adrenergic receptor blocking agents (i.e., non-cardioselective beta-blockers) are contraindicated in patients with bronchial asthma or with a history of bronchial asthma, or severe chronic o...More",,DDInter1704
3,Diseases requiring hemodialysis,Therapy with sotalol should be administered cautiously in patients with renal failure undergoing hemodialysis.  The half-life of sotalol is prolonged (up to 69 hours) in anuric patients.  Although sot...More,,DDInter1704
3,Long QT Syndrome,The use of sotalol is contraindicated in patients with congenital or acquired QT interval prolongation syndromes.  Sotalol has dose-dependent proarrhythmic effects related to prolongation of the QT in...More,,DDInter1704
No matching records,,,,DDInter1705
No matching records,,,,DDInter1706
3,Acidosis,"Acidosis alters the ratio of extracellular to intracellular potassium and may commonly lead to rapid increases in serum potassium levels.  Conversely, high serum potassium concentrations may potentiat...More",,DDInter1707
3,Diabetes Mellitus,"Potassium-sparing diuretics can cause hyperkalemia, which may result in life-threatening cardiac arrhythmias.  Patients with diabetes mellitus, with or without nephropathy, may be particularly suscept...More",,DDInter1707
3,Water-Electrolyte Imbalance,"All diuretics may cause or aggravate fluid and electrolyte disturbances.  Potassium-sparing diuretics may cause hyperkalemia and, infrequently, hyponatremia.  The latter generally occurs when these ag...More",,DDInter1707
3,Hyperkalemia,"The use of potassium-sparing diuretics is contraindicated in the presence of elevated serum potassium concentrations (> 5.5 mEq/L).  Potassium-sparing diuretics can cause hyperkalemia, which may resul...More",,DDInter1707
3,Liver Diseases,"Rapid alterations in fluid and electrolyte balance may precipitate hepatic coma in patients with liver disease.  Hepatic encephalopathy has been associated with the use of diuretics, most frequently t...More",,DDInter1707
3,Kidney Diseases,"The use of potassium-sparing diuretics is contraindicated in patients with anuria, acute or progressive renal insufficiency, or diabetic nephropathy.  Potassium-sparing diuretics can cause hyperkalemi...More",,DDInter1707
2,Hyperuricemia,Potassium-sparing diuretics have been reported to elevate serum uric acid levels.  Therapy with these agents should be administered cautiously in patients with a history of gout.,,DDInter1707
No matching records,,,,DDInter1708
3,Prostatic Neoplasms,The use of androgenic anabolic steroids is contraindicated for male patients with carcinoma of the breast or prostate.  Circulating androgens can be converted in peripheral tissues to estrogens and di...More,,DDInter1709
